"","id","name","longitude","latitude","provider"
"116","784912771","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"117","784912340","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"118","784912767","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"119","784912469","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"120","784912320","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"121","784912370","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"122","784912332","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"123","784912558","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"124","784912441","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"125","784913054","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"126","784912811","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"127","784912809","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"128","784912376","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"129","784912374","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"130","784912891","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"131","784912676","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"132","784912338","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"133","784912324","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"134","784912473","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"135","784912342","Bison bison",-110.455001831055,44.6439018249512,"University of Wyoming Museum of Vertebrates"
"136","780563116","Bison bison",-110.877998352051,37.9393997192383,"Museum of Vertebrate Zoology"
"137","780562840","Bison bison",-110.830001831055,38.0238990783691,"Museum of Vertebrate Zoology"
"138","780562844","Bison bison",-110.830001831055,38.1249008178711,"Museum of Vertebrate Zoology"
"139","780700699","Bison bison",-110.811996459961,38.0671997070312,"Museum of Vertebrate Zoology"
"140","780562842","Bison bison",-110.811996459961,38.0960006713867,"Museum of Vertebrate Zoology"
"141","730303742","Bison bison",-110.432998657227,44.5583992004395,"iNaturalist.org"
"142","773370530","Bison bison",-110.400001525879,44.6475982666016,"iNaturalist.org"
"143","687030401","Bison bison",-110.384002685547,44.9039993286133,"iNaturalist.org"
